filename,person,bicycle,motorcycle,car,traffic light,timestamp
frame_00007.jpg,0,0,0,15,8,2026-06-27 08:30:22
frame_00111.jpg,4,1,0,1,0,2026-06-27 08:30:22
frame_00227.jpg,3,0,0,0,0,2026-06-27 08:30:22
frame_00407.jpg,0,0,0,0,0,2026-06-27 08:30:22
