frame_index,frame_name,time_seconds,timestamp,abs_timestamp,ground,environment,objects,score
3250,DJI_0408_frame_003250,130.0,0:02:10,,0;1;0;0,0.7034;0.0000;0.0000,0;1;0,71.88
3375,DJI_0408_frame_003375,135.0,0:02:15,,1;0;0;0,0.5989;0.0000;0.0000,0;1;0,77.88
3500,DJI_0408_frame_003500,140.0,0:02:20,,0;1;0;0,0.3179;0.0000;0.0000,0;1;0,71.88
3625,DJI_0408_frame_003625,145.0,0:02:25,,1;0;0;0,0.4124;0.0000;0.0000,0;0;0,100.0
3750,DJI_0408_frame_003750,150.0,0:02:30,,1;0;0;0,0.6304;0.0000;0.0000,0;0;0,100.0
3875,DJI_0408_frame_003875,155.0,0:02:35,,1;0;0;0,0.6779;0.0000;0.0000,0;0;0,100.0
4000,DJI_0408_frame_004000,160.0,0:02:40,,1;0;0;0,0.6819;0.0000;0.0000,0;1;0,77.88
4125,DJI_0408_frame_004125,165.0,0:02:45,,1;0;0;0,0.4567;0.0000;0.0000,0;0;0,100.0
4250,DJI_0408_frame_004250,170.0,0:02:50,,1;0;0;0,0.5020;0.0000;0.0000,0;0;0,100.0
4375,DJI_0408_frame_004375,175.0,0:02:55,,1;0;0;0,0.4379;0.0000;0.0000,0;0;0,100.0
4500,DJI_0408_frame_004500,180.0,0:03:00,,1;0;0;0,0.6458;0.0000;0.0000,0;0;0,100.0
4625,DJI_0408_frame_004625,185.0,0:03:05,,1;0;0;0,0.4799;0.0000;0.0000,0;0;0,100.0
4750,DJI_0408_frame_004750,190.0,0:03:10,,1;0;0;0,0.4517;0.0000;0.0000,0;0;0,100.0
4875,DJI_0408_frame_004875,195.0,0:03:15,,1;0;0;0,0.6517;0.0000;0.0000,0;0;0,100.0
5000,DJI_0408_frame_005000,200.0,0:03:20,,1;0;0;0,0.6292;0.0000;0.0000,0;1;1,74.54
5125,DJI_0408_frame_005125,205.0,0:03:25,,1;0;0;0,0.6788;0.0000;0.0000,0;1;0,77.88
5250,DJI_0408_frame_005250,210.0,0:03:30,,1;0;0;0,0.5927;0.0000;0.0000,0;2;0,69.74
5375,DJI_0408_frame_005375,215.0,0:03:35,,1;0;0;0,0.6235;0.0000;0.0000,0;4;0,65.64
5500,DJI_0408_frame_005500,220.0,0:03:40,,1;0;0;0,0.6412;0.0000;0.0000,0;2;0,69.74
5625,DJI_0408_frame_005625,225.0,0:03:45,,1;0;0;0,0.5613;0.0000;0.0000,0;1;0,77.88
5750,DJI_0408_frame_005750,230.0,0:03:50,,1;0;0;0,0.6237;0.0000;0.0000,0;1;0,77.88
5875,DJI_0408_frame_005875,235.0,0:03:55,,1;0;0;0,0.6194;0.0000;0.0000,0;4;0,65.64
6000,DJI_0408_frame_006000,240.0,0:04:00,,1;0;0;0,0.6724;0.0000;0.0000,0;0;0,100.0
6125,DJI_0408_frame_006125,245.0,0:04:05,,1;0;0;0,0.6586;0.0000;0.0000,0;2;0,69.74
6250,DJI_0408_frame_006250,250.0,0:04:10,,1;0;0;0,0.6040;0.0000;0.0000,0;3;0,66.74
6375,DJI_0408_frame_006375,255.0,0:04:15,,1;0;0;0,0.6631;0.0000;0.0000,0;2;0,69.74
6500,DJI_0408_frame_006500,260.0,0:04:20,,1;0;0;0,0.6636;0.0000;0.0000,0;1;0,77.88
6625,DJI_0408_frame_006625,265.0,0:04:25,,1;0;0;0,0.6190;0.0000;0.0000,0;5;0,65.24
6750,DJI_0408_frame_006750,270.0,0:04:30,,1;0;0;0,0.6420;0.0000;0.0329,0;8;0,63.7
6875,DJI_0408_frame_006875,275.0,0:04:35,,1;0;0;0,0.6863;0.0000;0.0000,0;0;0,100.0
7000,DJI_0408_frame_007000,280.0,0:04:40,,1;0;0;0,0.6853;0.0000;0.0034,0;0;0,99.87
7125,DJI_0408_frame_007125,285.0,0:04:45,,1;0;0;0,0.5960;0.0000;0.0137,0;0;0,99.39
7250,DJI_0408_frame_007250,290.0,0:04:50,,1;0;0;0,0.6677;0.0000;0.0000,0;0;0,100.0
7375,DJI_0408_frame_007375,295.0,0:04:55,,1;0;0;0,0.7313;0.0000;0.0000,0;0;0,100.0
7500,DJI_0408_frame_007500,300.0,0:05:00,,1;0;0;0,0.6344;0.0000;0.0000,0;0;0,100.0
7625,DJI_0408_frame_007625,305.0,0:05:05,,1;0;0;0,0.5897;0.0000;0.0000,0;0;0,100.0
7750,DJI_0408_frame_007750,310.0,0:05:10,,1;0;0;0,0.4258;0.0000;0.0678,0;0;0,96.29
7875,DJI_0408_frame_007875,315.0,0:05:15,,1;0;0;0,0.5278;0.0000;0.0090,0;0;0,99.55
8000,DJI_0408_frame_008000,320.0,0:05:20,,1;0;0;0,0.6218;0.0000;0.0000,0;0;0,100.0
8125,DJI_0408_frame_008125,325.0,0:05:25,,1;0;0;0,0.6142;0.0000;0.0000,0;0;0,100.0
8250,DJI_0408_frame_008250,330.0,0:05:30,,1;0;0;0,0.4994;0.0000;0.0001,0;0;0,99.99
8375,DJI_0408_frame_008375,335.0,0:05:35,,1;0;0;0,0.5229;0.0000;0.0884,0;0;0,96.09
8500,DJI_0408_frame_008500,340.0,0:05:40,,1;0;0;0,0.7207;0.0000;0.0000,0;0;0,100.0
8625,DJI_0408_frame_008625,345.0,0:05:45,,1;0;0;0,0.6456;0.0000;0.0000,0;0;0,100.0
8750,DJI_0408_frame_008750,350.0,0:05:50,,1;0;0;0,0.7670;0.0000;0.0000,0;0;0,100.0
8875,DJI_0408_frame_008875,355.0,0:05:55,,1;0;0;0,0.4570;0.0000;0.0000,0;0;0,100.0
9000,DJI_0408_frame_009000,360.0,0:06:00,,0;1;0;0,0.6674;0.0000;0.0000,0;1;0,71.88
9125,DJI_0408_frame_009125,365.0,0:06:05,,0;1;0;0,0.6826;0.0000;0.0000,0;2;0,63.74
9250,DJI_0408_frame_009250,370.0,0:06:10,,1;0;0;0,0.6119;0.0104;0.0000,0;7;0,65.03
9375,DJI_0408_frame_009375,375.0,0:06:15,,1;0;0;0,0.7690;0.0000;0.0000,0;0;0,100.0
9500,DJI_0408_frame_009500,380.0,0:06:20,,1;0;0;0,0.7344;0.0000;0.0000,0;2;0,69.74
9625,DJI_0408_frame_009625,385.0,0:06:25,,1;0;0;0,0.6929;0.0000;0.0000,2;1;0,84.21
9750,DJI_0408_frame_009750,390.0,0:06:30,,1;0;0;0,0.5740;0.0000;0.0000,2;2;0,72.07
9875,DJI_0408_frame_009875,395.0,0:06:35,,1;0;0;0,0.4512;0.0000;0.0000,0;0;0,100.0
10000,DJI_0408_frame_010000,400.0,0:06:40,,1;0;0;0,0.4717;0.0000;0.0000,0;2;0,69.74
10125,DJI_0408_frame_010125,405.0,0:06:45,,1;0;0;0,0.5202;0.0000;0.0000,1;1;0,80.73
10250,DJI_0408_frame_010250,410.0,0:06:50,,1;0;0;0,0.4633;0.0000;0.0000,1;0;0,100.0
10375,DJI_0408_frame_010375,415.0,0:06:55,,1;0;0;0,0.5187;0.0000;0.0001,0;0;0,100.0
10500,DJI_0408_frame_010500,420.0,0:07:00,,1;0;0;0,0.4501;0.0000;0.0000,0;0;0,100.0
10625,DJI_0408_frame_010625,425.0,0:07:05,,1;0;0;0,0.4052;0.0000;0.0000,0;0;0,100.0
10750,DJI_0408_frame_010750,430.0,0:07:10,,1;0;0;0,0.6135;0.0000;0.0000,1;0;0,100.0
10875,DJI_0408_frame_010875,435.0,0:07:15,,1;0;0;0,0.6445;0.0000;0.0000,0;0;0,100.0
11000,DJI_0408_frame_011000,440.0,0:07:20,,1;0;0;0,0.6212;0.0000;0.0000,0;0;0,100.0
11125,DJI_0408_frame_011125,445.0,0:07:25,,1;0;0;0,0.6417;0.0000;0.0000,0;0;0,100.0
11250,DJI_0408_frame_011250,450.0,0:07:30,,1;0;0;0,0.6398;0.0000;0.0000,0;0;0,100.0
11375,DJI_0408_frame_011375,455.0,0:07:35,,1;0;0;0,0.6748;0.0000;0.0000,0;0;0,100.0
11500,DJI_0408_frame_011500,460.0,0:07:40,,1;0;0;0,0.7066;0.0000;0.0000,0;0;0,100.0
11625,DJI_0408_frame_011625,465.0,0:07:45,,1;0;0;0,0.7354;0.0000;0.0000,0;0;0,100.0
11750,DJI_0408_frame_011750,470.0,0:07:50,,1;0;0;0,0.8135;0.0000;0.0000,0;0;0,100.0
11875,DJI_0408_frame_011875,475.0,0:07:55,,1;0;0;0,0.7711;0.0000;0.0000,2;0;0,100.0
12000,DJI_0408_frame_012000,480.0,0:08:00,,1;0;0;0,0.7006;0.0000;0.0000,1;0;0,100.0
12125,DJI_0408_frame_012125,485.0,0:08:05,,1;0;0;0,0.6555;0.0000;0.0000,0;0;0,100.0
12250,DJI_0408_frame_012250,490.0,0:08:10,,1;0;0;0,0.6879;0.0000;0.0000,0;0;0,100.0
12375,DJI_0408_frame_012375,495.0,0:08:15,,1;0;0;0,0.7306;0.0000;0.0000,0;0;0,100.0
12500,DJI_0408_frame_012500,500.0,0:08:20,,1;0;0;0,0.6811;0.0000;0.0000,0;0;0,100.0
12625,DJI_0408_frame_012625,505.0,0:08:25,,1;0;0;0,0.6912;0.0000;0.0000,3;0;0,100.0
12750,DJI_0408_frame_012750,510.0,0:08:30,,1;0;0;0,0.7308;0.0000;0.0000,0;0;0,100.0
12875,DJI_0408_frame_012875,515.0,0:08:35,,1;0;0;0,0.7061;0.0000;0.0000,0;0;0,100.0
13000,DJI_0408_frame_013000,520.0,0:08:40,,1;0;0;0,0.6877;0.0000;0.0000,0;0;0,100.0
13125,DJI_0408_frame_013125,525.0,0:08:45,,0;0;0;1,0.6699;0.0000;0.0000,0;0;0,82.0
13250,DJI_0408_frame_013250,530.0,0:08:50,,1;0;0;0,0.4263;0.0000;0.0000,0;0;0,100.0
13375,DJI_0408_frame_013375,535.0,0:08:55,,1;0;0;0,0.4991;0.0000;0.0000,0;0;0,100.0
13500,DJI_0408_frame_013500,540.0,0:09:00,,1;0;0;0,0.5293;0.0000;0.0000,0;0;0,100.0
13625,DJI_0408_frame_013625,545.0,0:09:05,,0;1;0;0,0.6132;0.0000;0.0000,0;0;0,94.0
13750,DJI_0408_frame_013750,550.0,0:09:10,,1;0;0;0,0.5732;0.0000;0.0000,0;0;0,100.0
13875,DJI_0408_frame_013875,555.0,0:09:15,,1;0;0;0,0.6420;0.0000;0.0000,0;0;0,100.0
14000,DJI_0408_frame_014000,560.0,0:09:20,,1;0;0;0,0.6618;0.0000;0.0000,0;0;0,100.0
14125,DJI_0408_frame_014125,565.0,0:09:25,,1;0;0;0,0.7139;0.0000;0.0000,0;0;0,100.0
14250,DJI_0408_frame_014250,570.0,0:09:30,,1;0;0;0,0.7100;0.0000;0.0000,0;0;0,100.0
14375,DJI_0408_frame_014375,575.0,0:09:35,,0;0;1;0,0.4628;0.0000;0.0004,0;0;0,85.98
14500,DJI_0408_frame_014500,580.0,0:09:40,,1;0;0;0,0.6650;0.0000;0.0000,2;0;0,100.0
14625,DJI_0408_frame_014625,585.0,0:09:45,,1;0;0;0,0.6345;0.0000;0.0000,0;0;0,100.0
14750,DJI_0408_frame_014750,590.0,0:09:50,,1;0;0;0,0.6398;0.0000;0.0000,0;0;0,100.0
14875,DJI_0408_frame_014875,595.0,0:09:55,,1;0;0;0,0.6897;0.0000;0.0000,0;0;0,100.0
15000,DJI_0408_frame_015000,600.0,0:10:00,,1;0;0;0,0.6445;0.0000;0.0000,0;0;0,100.0
15125,DJI_0408_frame_015125,605.0,0:10:05,,1;0;0;0,0.7192;0.0000;0.0000,0;0;0,100.0
15250,DJI_0408_frame_015250,610.0,0:10:10,,1;0;0;0,0.7062;0.0000;0.0000,0;0;0,100.0
15375,DJI_0408_frame_015375,615.0,0:10:15,,0;0;0;1,0.6937;0.0000;0.0000,0;0;0,82.0
15500,DJI_0408_frame_015500,620.0,0:10:20,,1;0;0;0,0.5740;0.0000;0.0000,0;0;0,100.0
15625,DJI_0408_frame_015625,625.0,0:10:25,,1;0;0;0,0.6729;0.0000;0.0000,0;0;0,100.0
15750,DJI_0408_frame_015750,630.0,0:10:30,,1;0;0;0,0.6663;0.0000;0.0000,0;0;0,100.0
15875,DJI_0408_frame_015875,635.0,0:10:35,,1;0;0;0,0.6997;0.0000;0.0000,0;0;0,100.0
16000,DJI_0408_frame_016000,640.0,0:10:40,,1;0;0;0,0.6942;0.0000;0.0000,0;0;0,100.0
16125,DJI_0408_frame_016125,645.0,0:10:45,,1;0;0;0,0.7048;0.0000;0.0000,0;0;0,100.0
16250,DJI_0408_frame_016250,650.0,0:10:50,,0;0;0;1,0.7305;0.0000;0.0000,0;0;0,82.0
16375,DJI_0408_frame_016375,655.0,0:10:55,,1;0;0;0,0.7831;0.0000;0.0000,0;0;0,100.0
16500,DJI_0408_frame_016500,660.0,0:11:00,,1;0;0;0,0.7424;0.0000;0.0000,0;0;0,100.0
16625,DJI_0408_frame_016625,665.0,0:11:05,,1;0;0;0,0.7073;0.0000;0.0000,0;0;0,100.0
16750,DJI_0408_frame_016750,670.0,0:11:10,,1;0;0;0,0.6375;0.0000;0.0000,0;0;0,100.0
16875,DJI_0408_frame_016875,675.0,0:11:15,,1;0;0;0,0.6448;0.0000;0.0000,0;0;0,100.0
17000,DJI_0408_frame_017000,680.0,0:11:20,,1;0;0;0,0.7175;0.0000;0.0000,0;0;0,100.0
17125,DJI_0408_frame_017125,685.0,0:11:25,,1;0;0;0,0.7152;0.0000;0.0000,0;0;0,100.0
17250,DJI_0408_frame_017250,690.0,0:11:30,,1;0;0;0,0.7425;0.0000;0.0000,0;0;0,100.0
17375,DJI_0408_frame_017375,695.0,0:11:35,,1;0;0;0,0.7041;0.0000;0.0000,0;0;0,100.0
17500,DJI_0408_frame_017500,700.0,0:11:40,,0;0;0;1,0.7251;0.0000;0.0000,0;0;0,82.0
17625,DJI_0408_frame_017625,705.0,0:11:45,,1;0;0;0,0.7543;0.0000;0.0000,0;0;0,100.0
17750,DJI_0408_frame_017750,710.0,0:11:50,,0;0;0;1,0.7200;0.0000;0.0000,0;0;0,82.0
17875,DJI_0408_frame_017875,715.0,0:11:55,,0;0;0;1,0.7321;0.0000;0.0000,0;0;0,82.0
18000,DJI_0408_frame_018000,720.0,0:12:00,,0;0;0;1,0.7469;0.0028;0.0000,0;0;0,82.0
18125,DJI_0408_frame_018125,725.0,0:12:05,,1;0;0;0,0.8287;0.0000;0.0000,0;0;0,100.0
18250,DJI_0408_frame_018250,730.0,0:12:10,,1;0;0;0,0.8536;0.0000;0.0000,0;0;0,100.0
18375,DJI_0408_frame_018375,735.0,0:12:15,,1;0;0;0,0.7068;0.0000;0.0000,0;0;0,100.0
18500,DJI_0408_frame_018500,740.0,0:12:20,,1;0;0;0,0.8731;0.0000;0.0000,0;0;0,100.0
18625,DJI_0408_frame_018625,745.0,0:12:25,,1;0;0;0,0.8154;0.0000;0.0000,0;0;0,100.0
18750,DJI_0408_frame_018750,750.0,0:12:30,,1;0;0;0,0.8848;0.0000;0.0000,0;0;0,100.0
18875,DJI_0408_frame_018875,755.0,0:12:35,,1;0;0;0,0.8206;0.0000;0.0000,0;0;0,100.0
19000,DJI_0408_frame_019000,760.0,0:12:40,,1;0;0;0,0.6671;0.0000;0.0000,0;0;0,100.0
19125,DJI_0408_frame_019125,765.0,0:12:45,,1;0;0;0,0.5818;0.0000;0.0000,0;0;0,100.0
19250,DJI_0408_frame_019250,770.0,0:12:50,,1;0;0;0,0.5205;0.0000;0.0000,0;0;0,100.0
19375,DJI_0408_frame_019375,775.0,0:12:55,,1;0;0;0,0.4722;0.0000;0.0000,0;0;0,100.0
19500,DJI_0408_frame_019500,780.0,0:13:00,,1;0;0;0,0.4747;0.0000;0.0000,0;0;0,100.0
19625,DJI_0408_frame_019625,785.0,0:13:05,,1;0;0;0,0.4766;0.0000;0.0000,0;0;0,100.0
19750,DJI_0408_frame_019750,790.0,0:13:10,,0;0;0;1,0.5475;0.0000;0.0000,0;0;0,82.0
19875,DJI_0408_frame_019875,795.0,0:13:15,,1;0;0;0,0.5073;0.0000;0.0000,0;0;0,100.0
20000,DJI_0408_frame_020000,800.0,0:13:20,,0;0;0;1,0.5190;0.0000;0.0000,0;0;0,82.0
20125,DJI_0408_frame_020125,805.0,0:13:25,,1;0;0;0,0.5821;0.0000;0.0000,0;0;0,100.0
20250,DJI_0408_frame_020250,810.0,0:13:30,,1;0;0;0,0.6859;0.0000;0.0000,0;2;0,69.74
20375,DJI_0408_frame_020375,815.0,0:13:35,,1;0;0;0,0.7682;0.0000;0.0000,0;1;0,77.88
20500,DJI_0408_frame_020500,820.0,0:13:40,,1;0;0;0,0.7026;0.0000;0.0000,0;0;0,100.0
20625,DJI_0408_frame_020625,825.0,0:13:45,,1;0;0;0,0.7354;0.0000;0.0000,0;0;0,100.0
20750,DJI_0408_frame_020750,830.0,0:13:50,,1;0;0;0,0.7445;0.0000;0.0000,0;0;0,100.0
20875,DJI_0408_frame_020875,835.0,0:13:55,,1;0;0;0,0.7673;0.0000;0.0000,0;0;0,100.0
21000,DJI_0408_frame_021000,840.0,0:14:00,,1;0;0;0,0.6220;0.0000;0.0000,0;0;0,100.0
21125,DJI_0408_frame_021125,845.0,0:14:05,,1;0;0;0,0.5419;0.0000;0.0000,0;0;0,100.0
21250,DJI_0408_frame_021250,850.0,0:14:10,,1;0;0;0,0.6672;0.0000;0.0000,0;0;0,100.0
21375,DJI_0408_frame_021375,855.0,0:14:15,,1;0;0;0,0.4503;0.0000;0.0057,0;1;0,77.54
21500,DJI_0408_frame_021500,860.0,0:14:20,,0;1;0;0,0.3699;0.0000;0.0000,0;3;0,60.74
21625,DJI_0408_frame_021625,865.0,0:14:25,,0;1;0;0,0.3986;0.0000;0.0000,0;7;0,59.03
21750,DJI_0408_frame_021750,870.0,0:14:30,,0;1;0;0,0.4497;0.0000;0.0000,0;8;0,59.01
21875,DJI_0408_frame_021875,875.0,0:14:35,,1;0;0;0,0.5084;0.0000;0.0016,0;2;0,69.65
22000,DJI_0408_frame_022000,880.0,0:14:40,,0;1;0;0,0.1633;0.0000;0.1237,0;5;0,47.6
22125,DJI_0408_frame_022125,885.0,0:14:45,,0;1;0;0,0.1857;0.0000;0.2521,0;6;0,43.54
22250,DJI_0408_frame_022250,890.0,0:14:50,,0;1;0;0,0.1334;0.0000;0.2043,0;10;0,42.67
22375,DJI_0408_frame_022375,895.0,0:14:55,,0;1;0;0,0.0577;0.0000;0.1229,0;7;0,40.66
22500,DJI_0408_frame_022500,900.0,0:15:00,,0;1;0;0,0.1418;0.0000;0.0224,0;8;1,55.33
22625,DJI_0408_frame_022625,905.0,0:15:05,,0;1;0;0,0.2415;0.0000;0.0912,0;3;0,53.34
22750,DJI_0408_frame_022750,910.0,0:15:10,,1;0;0;0,0.1316;0.0000;0.2766,0;0;0,81.71
22875,DJI_0408_frame_022875,915.0,0:15:15,,1;0;0;0,0.5375;0.0000;0.0000,1;0;0,100.0
23000,DJI_0408_frame_023000,920.0,0:15:20,,0;0;1;0,0.4917;0.0000;0.0117,0;0;0,85.37
23125,DJI_0408_frame_023125,925.0,0:15:25,,0;0;0;1,0.5277;0.0000;0.0000,0;0;0,82.0
23250,DJI_0408_frame_023250,930.0,0:15:30,,1;0;0;0,0.7420;0.0000;0.0000,0;0;0,100.0
0,DJI_0409_frame_000000,931.08,0:15:31,,1;0;0;0,0.7262;0.0000;0.0000,0;0;0,100.0
125,DJI_0409_frame_000125,936.08,0:15:36,,1;0;0;0,0.7597;0.0000;0.0000,0;1;0,77.88
250,DJI_0409_frame_000250,941.08,0:15:41,,0;1;0;0,0.6889;0.0000;0.0000,0;2;0,63.74
375,DJI_0409_frame_000375,946.08,0:15:46,,1;0;0;0,0.5123;0.0000;0.0000,0;0;0,100.0
500,DJI_0409_frame_000500,951.08,0:15:51,,1;0;0;0,0.3997;0.0000;0.0000,0;0;0,100.0
625,DJI_0409_frame_000625,956.08,0:15:56,,1;0;0;0,0.5544;0.0650;0.0000,0;0;0,100.0
750,DJI_0409_frame_000750,961.08,0:16:01,,1;0;0;0,0.4944;0.0000;0.0000,0;0;0,100.0
875,DJI_0409_frame_000875,966.08,0:16:06,,1;0;0;0,0.4980;0.0000;0.0000,0;0;0,100.0
1000,DJI_0409_frame_001000,971.08,0:16:11,,1;0;0;0,0.7324;0.0000;0.0000,0;0;0,100.0
1125,DJI_0409_frame_001125,976.08,0:16:16,,1;0;0;0,0.6915;0.0005;0.0000,0;0;0,100.0
1250,DJI_0409_frame_001250,981.08,0:16:21,,1;0;0;0,0.7464;0.0000;0.0000,0;0;0,100.0
1375,DJI_0409_frame_001375,986.08,0:16:26,,0;1;0;0,0.7313;0.0000;0.0000,0;2;0,63.74
1500,DJI_0409_frame_001500,991.08,0:16:31,,1;0;0;0,0.4614;0.0000;0.0770,0;0;0,96.14
1625,DJI_0409_frame_001625,996.08,0:16:36,,1;0;0;0,0.7742;0.0000;0.0000,0;0;0,100.0
1750,DJI_0409_frame_001750,1001.08,0:16:41,,0;1;0;0,0.7515;0.0000;0.0000,0;0;0,94.0
1875,DJI_0409_frame_001875,1006.08,0:16:46,,1;0;0;0,0.7646;0.0000;0.0000,0;0;0,100.0
2000,DJI_0409_frame_002000,1011.08,0:16:51,,0;0;1;0,0.7052;0.0000;0.0000,0;0;0,86.0
2125,DJI_0409_frame_002125,1016.08,0:16:56,,1;0;0;0,0.8737;0.0000;0.0000,0;0;0,100.0
2250,DJI_0409_frame_002250,1021.08,0:17:01,,0;0;0;1,0.8013;0.0000;0.0000,0;0;0,82.0
2375,DJI_0409_frame_002375,1026.08,0:17:06,,1;0;0;0,0.7935;0.0000;0.0000,0;0;0,100.0
2500,DJI_0409_frame_002500,1031.08,0:17:11,,1;0;0;0,0.7908;0.0000;0.0000,0;0;0,100.0
2625,DJI_0409_frame_002625,1036.08,0:17:16,,0;0;0;1,0.5563;0.0000;0.0000,0;0;0,82.0
2750,DJI_0409_frame_002750,1041.08,0:17:21,,0;0;0;1,0.5887;0.0000;0.0000,0;0;0,82.0
2875,DJI_0409_frame_002875,1046.08,0:17:26,,0;0;0;1,0.3499;0.0000;0.0000,0;0;0,82.0
3000,DJI_0409_frame_003000,1051.08,0:17:31,,0;0;1;0,0.5785;0.0000;0.0000,0;0;0,86.0
3125,DJI_0409_frame_003125,1056.08,0:17:36,,1;0;0;0,0.6063;0.0000;0.0000,0;0;0,100.0
3250,DJI_0409_frame_003250,1061.08,0:17:41,,0;0;1;0,0.4885;0.0000;0.0000,0;0;0,86.0
3375,DJI_0409_frame_003375,1066.08,0:17:46,,0;0;1;0,0.6313;0.0000;0.0000,0;0;0,86.0
3500,DJI_0409_frame_003500,1071.08,0:17:51,,1;0;0;0,0.5445;0.0000;0.0000,6;0;0,100.0
3625,DJI_0409_frame_003625,1076.08,0:17:56,,0;0;1;0,0.5629;0.0000;0.0000,0;0;0,86.0
3750,DJI_0409_frame_003750,1081.08,0:18:01,,0;0;0;1,0.6057;0.0000;0.0000,0;1;0,59.88
3875,DJI_0409_frame_003875,1086.08,0:18:06,,0;1;0;0,0.6750;0.0000;0.0000,0;3;0,60.74
4000,DJI_0409_frame_004000,1091.08,0:18:11,,0;0;1;0,0.6691;0.0000;0.0000,0;0;0,86.0
4125,DJI_0409_frame_004125,1096.08,0:18:16,,0;0;0;1,0.5687;0.0000;0.0000,0;0;0,82.0
4250,DJI_0409_frame_004250,1101.08,0:18:21,,0;0;1;0,0.6115;0.0000;0.0000,0;0;0,86.0
4375,DJI_0409_frame_004375,1106.08,0:18:26,,0;0;1;0,0.4891;0.0000;0.0001,0;0;0,86.0
4500,DJI_0409_frame_004500,1111.08,0:18:31,,0;0;1;0,0.5857;0.0000;0.0000,0;0;0,86.0
4625,DJI_0409_frame_004625,1116.08,0:18:36,,0;0;0;1,0.6172;0.0000;0.0000,0;0;0,82.0
4750,DJI_0409_frame_004750,1121.08,0:18:41,,0;0;1;0,0.6342;0.0000;0.0000,0;0;0,86.0
4875,DJI_0409_frame_004875,1126.08,0:18:46,,0;0;1;0,0.5679;0.0000;0.0000,0;0;0,86.0
5000,DJI_0409_frame_005000,1131.08,0:18:51,,0;0;1;0,0.5280;0.0000;0.0000,0;0;0,86.0
5125,DJI_0409_frame_005125,1136.08,0:18:56,,0;1;0;0,0.6099;0.0000;0.0000,0;0;0,94.0
5250,DJI_0409_frame_005250,1141.08,0:19:01,,0;0;1;0,0.5848;0.0000;0.0000,0;0;0,86.0
5375,DJI_0409_frame_005375,1146.08,0:19:06,,0;0;1;0,0.5918;0.0000;0.0000,0;1;0,63.88
5500,DJI_0409_frame_005500,1151.08,0:19:11,,0;0;1;0,0.5799;0.0000;0.0071,0;0;0,85.67
5625,DJI_0409_frame_005625,1156.08,0:19:16,,1;0;0;0,0.6663;0.0000;0.0162,0;0;0,99.36
5750,DJI_0409_frame_005750,1161.08,0:19:21,,0;1;0;0,0.5986;0.0000;0.0162,0;0;0,93.29
5875,DJI_0409_frame_005875,1166.08,0:19:26,,0;1;0;0,0.6448;0.0000;0.0014,0;0;0,93.94
6000,DJI_0409_frame_006000,1171.08,0:19:31,,0;1;0;0,0.6324;0.0000;0.0156,0;0;0,93.35
6125,DJI_0409_frame_006125,1176.08,0:19:36,,0;1;0;0,0.3919;0.0000;0.0585,0;0;0,90.49
6250,DJI_0409_frame_006250,1181.08,0:19:41,,0;1;0;0,0.4000;0.0000;0.0878,0;0;0,89.14
6375,DJI_0409_frame_006375,1186.08,0:19:46,,1;0;0;0,0.5415;0.0000;0.1300,0;0;0,94.77
6500,DJI_0409_frame_006500,1191.08,0:19:51,,1;0;0;0,0.6147;0.0000;0.0114,0;3;0,66.25
6625,DJI_0409_frame_006625,1196.08,0:19:56,,1;0;0;0,0.4548;0.0000;0.1956,0;2;0,61.62
6750,DJI_0409_frame_006750,1201.08,0:20:01,,0;1;0;0,0.4370;0.0000;0.0621,0;1;0,68.52
6875,DJI_0409_frame_006875,1206.08,0:20:06,,1;0;0;0,0.3709;0.0000;0.1266,0;4;0,58.77
7000,DJI_0409_frame_007000,1211.08,0:20:11,,0;1;0;0,0.2107;0.0000;0.1506,0;2;0,52.48
7125,DJI_0409_frame_007125,1216.08,0:20:16,,0;1;0;0,0.4712;0.0000;0.0076,0;2;0,63.31
7250,DJI_0409_frame_007250,1221.08,0:20:21,,0;1;0;0,0.4534;0.0000;0.0771,0;3;0,56.82
7375,DJI_0409_frame_007375,1226.08,0:20:26,,1;0;0;0,0.3482;0.0000;0.0621,0;0;0,95.91
7500,DJI_0409_frame_007500,1231.08,0:20:31,,1;0;0;0,0.5037;0.0000;0.0908,0;4;0,61.52
7625,DJI_0409_frame_007625,1236.08,0:20:36,,1;0;0;0,0.2476;0.0000;0.1688,0;6;0,54.14
7750,DJI_0409_frame_007750,1241.08,0:20:41,,0;1;0;0,0.0833;0.0000;0.3660,0;2;0,41.74
7875,DJI_0409_frame_007875,1246.08,0:20:46,,0;1;0;0,0.2772;0.0000;0.2757,0;1;0,58.41
8000,DJI_0409_frame_008000,1251.08,0:20:51,,1;0;0;0,0.0547;0.0000;0.4545,0;2;0,45.64
8125,DJI_0409_frame_008125,1256.08,0:20:56,,0;1;0;0,0.0273;0.0000;0.4268,0;4;0,34.26
8250,DJI_0409_frame_008250,1261.08,0:21:01,,0;1;0;0,0.0811;0.0000;0.3683,0;3;0,38.62
8375,DJI_0409_frame_008375,1266.08,0:21:06,,0;1;0;0,0.0212;0.0000;0.5141,0;1;0,45.94
8500,DJI_0409_frame_008500,1271.08,0:21:11,,1;0;0;0,0.0647;0.0000;0.4454,0;0;0,76.42
8625,DJI_0409_frame_008625,1276.08,0:21:16,,0;1;0;0,0.0449;0.0000;0.4875,0;0;0,69.28
