frame_index,frame_name,time_seconds,timestamp,abs_timestamp,ground,environment,objects,score,time,lat,lon,ele,gpx_time,dt_s
12375,DJI_0411_frame_012375,3296.6,0:54:56,,1;0;0;0,0.7004;0.0000;0.0000,0;0;0,100.0,2026-07-12 18:31:08.600000+00:00,48.964482,9.036574,216.0,2026-07-12 18:31:09+00:00,0.4
12500,DJI_0411_frame_012500,3301.6,0:55:01,,1;0;0;0,0.7195;0.0000;0.0000,0;0;0,100.0,2026-07-12 18:31:13.600000+00:00,48.964484,9.037138,215.8,2026-07-12 18:31:14+00:00,0.4
12625,DJI_0411_frame_012625,3306.6,0:55:06,,1;0;0;0,0.7368;0.0000;0.0000,0;0;0,100.0,2026-07-12 18:31:18.600000+00:00,48.964505,9.0377,215.5,2026-07-12 18:31:19+00:00,0.4
12750,DJI_0411_frame_012750,3311.6,0:55:11,,1;0;0;0,0.7227;0.0000;0.0000,0;0;0,100.0,2026-07-12 18:31:23.600000+00:00,48.964518,9.038296,214.8,2026-07-12 18:31:24+00:00,0.4
12875,DJI_0411_frame_012875,3316.6,0:55:16,,1;0;0;0,0.7473;0.0000;0.0000,0;0;0,100.0,2026-07-12 18:31:28.600000+00:00,48.964531,9.038915,213.8,2026-07-12 18:31:29+00:00,0.4
13000,DJI_0411_frame_013000,3321.6,0:55:21,,1;0;0;0,0.7801;0.0000;0.0000,0;0;0,100.0,2026-07-12 18:31:33.600000+00:00,48.964552,9.039567,212.7,2026-07-12 18:31:34+00:00,0.4
13125,DJI_0411_frame_013125,3326.6,0:55:26,,1;0;0;0,0.8068;0.0000;0.0000,0;0;0,100.0,2026-07-12 18:31:38.600000+00:00,48.964523,9.040356,211.5,2026-07-12 18:31:39+00:00,0.4
13250,DJI_0411_frame_013250,3331.6,0:55:31,,1;0;0;0,0.8031;0.0000;0.0000,0;0;0,100.0,2026-07-12 18:31:43.600000+00:00,48.964462,9.040888,210.9,2026-07-12 18:31:44+00:00,0.4
13375,DJI_0411_frame_013375,3336.6,0:55:36,,1;0;0;0,0.8033;0.0000;0.0000,0;0;0,100.0,2026-07-12 18:31:48.600000+00:00,48.96435,9.041528,210.4,2026-07-12 18:31:49+00:00,0.4
13500,DJI_0411_frame_013500,3341.6,0:55:41,,1;0;0;0,0.8127;0.0000;0.0000,0;0;0,100.0,2026-07-12 18:31:53.600000+00:00,48.964205,9.042167,209.9,2026-07-12 18:31:54+00:00,0.4
13625,DJI_0411_frame_013625,3346.6,0:55:46,,1;0;0;0,0.7978;0.0000;0.0000,0;1;0,77.88,2026-07-12 18:31:58.600000+00:00,48.964082,9.042802,209.6,2026-07-12 18:31:59+00:00,0.4
13750,DJI_0411_frame_013750,3351.6,0:55:51,,1;0;0;0,0.7392;0.0000;0.0000,0;0;0,100.0,2026-07-12 18:32:03.600000+00:00,48.964001,9.043451,209.6,2026-07-12 18:32:04+00:00,0.4
13875,DJI_0411_frame_013875,3356.6,0:55:56,,1;0;0;0,0.8069;0.0000;0.0000,0;0;0,100.0,2026-07-12 18:32:08.600000+00:00,48.964012,9.044068,209.7,2026-07-12 18:32:09+00:00,0.4
14000,DJI_0411_frame_014000,3361.6,0:56:01,,1;0;0;0,0.6111;0.0000;0.0000,0;1;0,77.88,2026-07-12 18:32:13.600000+00:00,48.96409,9.044651,209.8,2026-07-12 18:32:14+00:00,0.4
14125,DJI_0411_frame_014125,3366.6,0:56:06,,1;0;0;0,0.3741;0.0000;0.0184,0;0;0,98.73,2026-07-12 18:32:18.600000+00:00,48.964183,9.045193,209.6,2026-07-12 18:32:19+00:00,0.4
14250,DJI_0411_frame_014250,3371.6,0:56:11,,0;1;0;0,0.5637;0.0000;0.0000,0;4;0,59.64,2026-07-12 18:32:23.600000+00:00,48.964308,9.045734,209.5,2026-07-12 18:32:24+00:00,0.4
14375,DJI_0411_frame_014375,3376.6,0:56:16,,0;0;0;1,0.7645;0.0000;0.0000,0;0;0,82.0,2026-07-12 18:32:28.600000+00:00,48.964389,9.046292,209.5,2026-07-12 18:32:29+00:00,0.4
14500,DJI_0411_frame_014500,3381.6,0:56:21,,0;0;1;0,0.5812;0.0000;0.0000,0;0;0,86.0,2026-07-12 18:32:33.600000+00:00,48.964442,9.046824,209.3,2026-07-12 18:32:34+00:00,0.4
14625,DJI_0411_frame_014625,3386.6,0:56:26,,0;0;1;0,0.4799;0.0000;0.0000,0;0;0,86.0,2026-07-12 18:32:38.600000+00:00,48.964424,9.047382,209.1,2026-07-12 18:32:39+00:00,0.4
14750,DJI_0411_frame_014750,3391.6,0:56:31,,1;0;0;0,0.7979;0.0000;0.0000,0;0;0,100.0,2026-07-12 18:32:43.600000+00:00,48.964329,9.047956,208.8,2026-07-12 18:32:44+00:00,0.4
14875,DJI_0411_frame_014875,3396.6,0:56:36,,1;0;0;0,0.7996;0.0000;0.0000,0;2;0,69.74,2026-07-12 18:32:48.600000+00:00,48.96419,9.048589,208.2,2026-07-12 18:32:49+00:00,0.4
15000,DJI_0411_frame_015000,3401.6,0:56:41,,1;0;0;0,0.8394;0.0000;0.0000,0;0;0,100.0,2026-07-12 18:32:53.600000+00:00,48.964076,9.049175,207.7,2026-07-12 18:32:54+00:00,0.4
15125,DJI_0411_frame_015125,3406.6,0:56:46,,1;0;0;0,0.8029;0.0000;0.0000,0;0;0,100.0,2026-07-12 18:32:58.600000+00:00,48.963987,9.049698,207.6,2026-07-12 18:32:59+00:00,0.4
15250,DJI_0411_frame_015250,3411.6,0:56:51,,1;0;0;0,0.7388;0.0000;0.0000,0;0;0,100.0,2026-07-12 18:33:03.600000+00:00,48.963932,9.050302,207.8,2026-07-12 18:33:04+00:00,0.4
15375,DJI_0411_frame_015375,3416.6,0:56:56,,1;0;0;0,0.7368;0.0000;0.0000,0;0;0,100.0,2026-07-12 18:33:08.600000+00:00,48.963931,9.050862,208.2,2026-07-12 18:33:09+00:00,0.4
15500,DJI_0411_frame_015500,3421.6,0:57:01,,1;0;0;0,0.7161;0.0000;0.0002,0;0;0,99.99,2026-07-12 18:33:13.600000+00:00,48.963965,9.051498,209.5,2026-07-12 18:33:14+00:00,0.4
15625,DJI_0411_frame_015625,3426.6,0:57:06,,1;0;0;0,0.6721;0.0000;0.0082,0;0;0,99.68,2026-07-12 18:33:18.600000+00:00,48.964001,9.051894,210.3,2026-07-12 18:33:19+00:00,0.4
15750,DJI_0411_frame_015750,3431.6,0:57:11,,1;0;0;0,0.5015;0.0000;0.0682,0;2;0,66.5,2026-07-12 18:33:23.600000+00:00,48.964006,9.05237,211.0,2026-07-12 18:33:24+00:00,0.4
15875,DJI_0411_frame_015875,3436.6,0:57:16,,0;1;0;0,0.0942;0.0000;0.1495,0;9;0,42.44,2026-07-12 18:33:28.600000+00:00,48.963988,9.052777,211.1,2026-07-12 18:33:29+00:00,0.4
16000,DJI_0411_frame_016000,3441.6,0:57:21,,0;1;0;0,0.0958;0.0000;0.3085,0;2;0,43.13,2026-07-12 18:33:33.600000+00:00,48.96393,9.053299,210.2,2026-07-12 18:33:34+00:00,0.4
16125,DJI_0411_frame_016125,3446.6,0:57:26,,0;1;0;0,0.1047;0.0000;0.3234,0;4;0,39.25,2026-07-12 18:33:38.600000+00:00,48.963799,9.053697,208.6,2026-07-12 18:33:39+00:00,0.4
16250,DJI_0411_frame_016250,3451.6,0:57:31,,0;1;0;0,0.1160;0.0000;0.1557,0;1;0,56.4,2026-07-12 18:33:43.600000+00:00,48.963629,9.054304,206.9,2026-07-12 18:33:44+00:00,0.4
16375,DJI_0411_frame_016375,3456.6,0:57:36,,0;1;0;0,0.2648;0.0000;0.0252,0;2;0,61.39,2026-07-12 18:33:48.600000+00:00,48.963605,9.054957,206.5,2026-07-12 18:33:49+00:00,0.4
16500,DJI_0411_frame_016500,3461.6,0:57:41,,0;1;0;0,0.3413;0.0000;0.0435,0;2;0,60.69,2026-07-12 18:33:53.600000+00:00,48.96352,9.05557,206.5,2026-07-12 18:33:54+00:00,0.4
16625,DJI_0411_frame_016625,3466.6,0:57:46,,0;1;0;0,0.4809;0.0000;0.0000,0;4;0,59.64,2026-07-12 18:33:58.600000+00:00,48.963316,9.056116,207.2,2026-07-12 18:33:59+00:00,0.4
16750,DJI_0411_frame_016750,3471.6,0:57:51,,0;1;0;0,0.3840;0.0000;0.0590,0;2;0,60.14,2026-07-12 18:34:03.600000+00:00,48.963112,9.056579,207.7,2026-07-12 18:34:04+00:00,0.4
16875,DJI_0411_frame_016875,3476.6,0:57:56,,0;1;0;0,0.3600;0.0000;0.1146,0;2;0,57.22,2026-07-12 18:34:08.600000+00:00,48.962913,9.057066,208.6,2026-07-12 18:34:09+00:00,0.4
17000,DJI_0411_frame_017000,3481.6,0:58:01,,1;0;0;0,0.0229;0.0000;0.5081,0;3;0,40.91,2026-07-12 18:34:13.600000+00:00,48.962792,9.057327,209.5,2026-07-12 18:34:14+00:00,0.4
17125,DJI_0411_frame_017125,3486.6,0:58:06,,1;0;0;0,0.0361;0.0000;0.3272,0;6;0,40.77,2026-07-12 18:34:18.600000+00:00,48.96269,9.057572,210.4,2026-07-12 18:34:19+00:00,0.4
17250,DJI_0411_frame_017250,3491.6,0:58:11,,0;1;0;0,0.0616;0.0000;0.2743,0;2;0,41.69,2026-07-12 18:34:23.600000+00:00,48.962589,9.057839,211.6,2026-07-12 18:34:24+00:00,0.4
17375,DJI_0411_frame_017375,3496.6,0:58:16,,1;0;0;0,0.1213;0.0000;0.0269,0;1;0,72.98,2026-07-12 18:34:28.600000+00:00,48.962491,9.058074,212.9,2026-07-12 18:34:29+00:00,0.4
17500,DJI_0411_frame_017500,3501.6,0:58:21,,1;0;0;0,0.4150;0.0000;0.0447,0;0;0,97.38,2026-07-12 18:34:33.600000+00:00,48.962404,9.058294,214.0,2026-07-12 18:34:34+00:00,0.4
17625,DJI_0411_frame_017625,3506.6,0:58:26,,0;1;0;0,0.4536;0.0000;0.0003,0;1;0,71.86,2026-07-12 18:34:38.600000+00:00,48.962319,9.058514,215.1,2026-07-12 18:34:39+00:00,0.4
17750,DJI_0411_frame_017750,3511.6,0:58:31,,0;1;0;0,0.4434;0.0000;0.0000,0;3;0,60.74,2026-07-12 18:34:43.600000+00:00,48.962216,9.058746,216.3,2026-07-12 18:34:44+00:00,0.4
17875,DJI_0411_frame_017875,3516.6,0:58:36,,1;0;0;0,0.5298;0.0000;0.0000,0;2;0,69.74,2026-07-12 18:34:48.600000+00:00,48.962123,9.058962,217.3,2026-07-12 18:34:49+00:00,0.4
18000,DJI_0411_frame_018000,3521.6,0:58:41,,1;0;0;0,0.5107;0.0000;0.0018,0;0;0,99.91,2026-07-12 18:34:53.600000+00:00,48.962059,9.059173,218.2,2026-07-12 18:34:54+00:00,0.4
18125,DJI_0411_frame_018125,3526.6,0:58:46,,1;0;0;0,0.5663;0.0000;0.0040,0;0;0,99.81,2026-07-12 18:34:58.600000+00:00,48.961972,9.059396,219.2,2026-07-12 18:34:59+00:00,0.4
18250,DJI_0411_frame_018250,3531.6,0:58:51,,1;0;0;0,0.5172;0.0000;0.0000,0;2;0,69.74,2026-07-12 18:35:03.600000+00:00,48.961884,9.059625,220.3,2026-07-12 18:35:04+00:00,0.4
18375,DJI_0411_frame_018375,3536.6,0:58:56,,1;0;0;0,0.5491;0.0000;0.0000,0;2;0,69.74,2026-07-12 18:35:08.600000+00:00,48.961783,9.059855,221.5,2026-07-12 18:35:09+00:00,0.4
18500,DJI_0411_frame_018500,3541.6,0:59:01,,0;1;0;0,0.5319;0.0000;0.0000,0;0;0,94.0,2026-07-12 18:35:13.600000+00:00,48.961661,9.060067,222.6,2026-07-12 18:35:14+00:00,0.4
18625,DJI_0411_frame_018625,3546.6,0:59:06,,1;0;0;0,0.5933;0.0000;0.0000,0;2;0,69.74,2026-07-12 18:35:18.600000+00:00,48.961545,9.060233,223.6,2026-07-12 18:35:19+00:00,0.4
18750,DJI_0411_frame_018750,3551.6,0:59:11,,1;0;0;0,0.2608;0.0000;0.0587,0;1;0,72.91,2026-07-12 18:35:23.600000+00:00,48.961409,9.060388,224.4,2026-07-12 18:35:24+00:00,0.4
18875,DJI_0411_frame_018875,3556.6,0:59:16,,1;0;0;0,0.3950;0.0000;0.0286,0;1;0,76.06,2026-07-12 18:35:28.600000+00:00,48.961269,9.060545,225.3,2026-07-12 18:35:29+00:00,0.4
19000,DJI_0411_frame_019000,3561.6,0:59:21,,1;0;0;0,0.2705;0.0000;0.3021,0;1;0,63.63,2026-07-12 18:35:33.600000+00:00,48.961122,9.060705,226.0,2026-07-12 18:35:34+00:00,0.4
19125,DJI_0411_frame_019125,3566.6,0:59:26,,1;0;0;0,0.3012;0.0000;0.3208,0;1;0,63.95,2026-07-12 18:35:38.600000+00:00,48.960983,9.060833,226.6,2026-07-12 18:35:39+00:00,0.4
19250,DJI_0411_frame_019250,3571.6,0:59:31,,1;0;0;0,0.1730;0.0000;0.4053,0;2;0,50.81,2026-07-12 18:35:43.600000+00:00,48.960866,9.060952,227.2,2026-07-12 18:35:44+00:00,0.4
19375,DJI_0411_frame_019375,3576.6,0:59:36,,1;0;0;0,0.6071;0.0000;0.0510,0;3;0,64.65,2026-07-12 18:35:48.600000+00:00,48.960705,9.061078,227.9,2026-07-12 18:35:49+00:00,0.4
19500,DJI_0411_frame_019500,3581.6,0:59:41,,1;0;0;0,0.0113;0.0000;0.5652,0;9;0,38.53,2026-07-12 18:35:53.600000+00:00,48.960577,9.061238,228.8,2026-07-12 18:35:54+00:00,0.4
19625,DJI_0411_frame_019625,3586.6,0:59:46,,1;0;0;0,0.0071;0.0000;0.5519,0;3;0,40.08,2026-07-12 18:35:58.600000+00:00,48.96046,9.06144,229.9,2026-07-12 18:35:59+00:00,0.4
19750,DJI_0411_frame_019750,3591.6,0:59:51,,1;0;0;0,0.0116;0.0000;0.4971,0;8;0,38.63,2026-07-12 18:36:03.600000+00:00,48.960358,9.06164,231.1,2026-07-12 18:36:04+00:00,0.4
19875,DJI_0411_frame_019875,3596.6,0:59:56,,1;0;0;0,0.0237;0.0000;0.5753,0;3;1,40.36,2026-07-12 18:36:08.600000+00:00,48.960263,9.061832,232.2,2026-07-12 18:36:09+00:00,0.4
20000,DJI_0411_frame_020000,3601.6,1:00:01,,1;0;0;0,0.0474;0.0000;0.6105,0;4;0,40.59,2026-07-12 18:36:13.600000+00:00,48.960145,9.06208,233.6,2026-07-12 18:36:14+00:00,0.4
20125,DJI_0411_frame_020125,3606.6,1:00:06,,1;0;0;0,0.1628;0.0000;0.1705,0;6;0,51.27,2026-07-12 18:36:18.600000+00:00,48.960079,9.06222,234.4,2026-07-12 18:36:19+00:00,0.4
20250,DJI_0411_frame_020250,3611.6,1:00:11,,0;1;0;0,0.1176;0.0000;0.2039,0;3;0,43.62,2026-07-12 18:36:23.600000+00:00,48.959996,9.06237,235.3,2026-07-12 18:36:24+00:00,0.4
20375,DJI_0411_frame_020375,3616.6,1:00:16,,0;1;0;0,0.3184;0.0000;0.2620,0;3;1,48.1,2026-07-12 18:36:28.600000+00:00,48.959898,9.062566,236.3,2026-07-12 18:36:29+00:00,0.4
20500,DJI_0411_frame_020500,3621.6,1:00:21,,0;1;0;0,0.1616;0.0000;0.4700,0;2;2,41.51,2026-07-12 18:36:33.600000+00:00,48.959836,9.062705,237.0,2026-07-12 18:36:34+00:00,0.4
20625,DJI_0411_frame_020625,3626.6,1:00:26,,0;1;0;0,0.2138;0.0000;0.3943,0;1;2,48.56,2026-07-12 18:36:38.600000+00:00,48.959756,9.062866,237.9,2026-07-12 18:36:39+00:00,0.4
20750,DJI_0411_frame_020750,3631.6,1:00:31,,0;1;0;0,0.0261;0.0000;0.3382,0;4;2,34.29,2026-07-12 18:36:43.600000+00:00,48.959684,9.063021,238.7,2026-07-12 18:36:44+00:00,0.4
20875,DJI_0411_frame_020875,3636.6,1:00:36,,0;1;0;0,0.0560;0.0000;0.4835,0;5;0,35.04,2026-07-12 18:36:48.600000+00:00,48.959597,9.063119,239.4,2026-07-12 18:36:49+00:00,0.4
21000,DJI_0411_frame_021000,3641.6,1:00:41,,1;0;0;0,0.0098;0.0000;0.7042,0;1;1,47.91,2026-07-12 18:36:53.600000+00:00,48.95951,9.063186,240.1,2026-07-12 18:36:54+00:00,0.4
21125,DJI_0411_frame_021125,3646.6,1:00:46,,0;1;0;0,0.0000;0.0000;0.8644,0;2;0,36.74,2026-07-12 18:36:58.600000+00:00,48.959523,9.063252,240.2,2026-07-12 18:36:59+00:00,0.4
21250,DJI_0411_frame_021250,3651.6,1:00:51,,1;0;0;0,0.0007;0.0000;0.7460,0;1;0,50.9,2026-07-12 18:37:03.600000+00:00,48.959541,9.063289,240.3,2026-07-12 18:37:04+00:00,0.4
21375,DJI_0411_frame_021375,3656.6,1:00:56,,1;0;0;0,0.0051;0.0000;0.7694,0;0;0,73.18,2026-07-12 18:37:08.600000+00:00,48.959542,9.063291,240.3,2026-07-12 18:37:09+00:00,0.4
21500,DJI_0411_frame_021500,3661.6,1:01:01,,1;0;0;0,0.0000;0.0000;0.7079,0;0;5,45.81,2026-07-12 18:37:13.600000+00:00,,,,,
21625,DJI_0411_frame_021625,3666.6,1:01:06,,0;1;0;0,0.0050;0.0000;0.5301,0;0;2,51.46,2026-07-12 18:37:18.600000+00:00,,,,,
21750,DJI_0411_frame_021750,3671.6,1:01:11,,0;1;0;0,0.0066;0.0000;0.5153,0;0;3,46.57,2026-07-12 18:37:23.600000+00:00,,,,,
21875,DJI_0411_frame_021875,3676.6,1:01:16,,0;1;0;0,0.0078;0.0000;0.5190,0;0;1,58.33,2026-07-12 18:37:28.600000+00:00,,,,,
22000,DJI_0411_frame_022000,3681.6,1:01:21,,0;1;0;0,0.0099;0.0000;0.5217,0;0;2,51.71,2026-07-12 18:37:33.600000+00:00,,,,,
22125,DJI_0411_frame_022125,3686.6,1:01:26,,0;1;0;0,0.0089;0.0000;0.5201,0;0;2,51.66,2026-07-12 18:37:38.600000+00:00,,,,,
22250,DJI_0411_frame_022250,3691.6,1:01:31,,0;1;0;0,0.0102;0.0000;0.4771,0;1;2,39.63,2026-07-12 18:37:43.600000+00:00,,,,,
22375,DJI_0411_frame_022375,3696.6,1:01:36,,0;1;0;0,0.0097;0.0000;0.5195,0;0;2,51.7,2026-07-12 18:37:48.600000+00:00,,,,,
22500,DJI_0411_frame_022500,3701.6,1:01:41,,0;1;0;0,0.0094;0.0000;0.5211,0;0;2,51.69,2026-07-12 18:37:53.600000+00:00,,,,,
22625,DJI_0411_frame_022625,3706.6,1:01:46,,0;1;0;0,0.0075;0.0000;0.5142,0;1;3,37.62,2026-07-12 18:37:58.600000+00:00,,,,,
22750,DJI_0411_frame_022750,3711.6,1:01:51,,0;1;0;0,0.0090;0.0000;0.5222,0;0;2,51.66,2026-07-12 18:38:03.600000+00:00,,,,,
22875,DJI_0411_frame_022875,3716.6,1:01:56,,0;1;0;0,0.0087;0.0000;0.5195,0;0;1,58.37,2026-07-12 18:38:08.600000+00:00,,,,,
23000,DJI_0411_frame_023000,3721.6,1:02:01,,0;1;0;0,0.0084;0.0000;0.5198,0;1;3,37.67,2026-07-12 18:38:13.600000+00:00,,,,,
23125,DJI_0411_frame_023125,3726.6,1:02:06,,0;1;0;0,0.0075;0.0000;0.5193,0;1;3,37.62,2026-07-12 18:38:18.600000+00:00,,,,,
23250,DJI_0411_frame_023250,3731.6,1:02:11,,0;1;0;0,0.0082;0.0000;0.5224,0;0;2,51.62,2026-07-12 18:38:23.600000+00:00,,,,,
23375,DJI_0411_frame_023375,3736.6,1:02:16,,0;1;0;0,0.0093;0.0000;0.5198,0;1;3,37.71,2026-07-12 18:38:28.600000+00:00,,,,,
0,DJI_0412_frame_000000,3740.96,1:02:20,,0;1;0;0,0.0055;0.0000;0.5124,0;1;3,37.52,2026-07-12 18:38:32.960000+00:00,,,,,
125,DJI_0412_frame_000125,3745.96,1:02:25,,0;1;0;0,0.0048;0.0000;0.5129,0;0;3,46.48,2026-07-12 18:38:37.960000+00:00,,,,,
250,DJI_0412_frame_000250,3750.96,1:02:30,,0;1;0;0,0.0052;0.0000;0.5131,0;0;3,46.5,2026-07-12 18:38:42.960000+00:00,,,,,
375,DJI_0412_frame_000375,3755.96,1:02:35,,0;1;0;0,0.0047;0.0000;0.5053,0;1;2,39.32,2026-07-12 18:38:47.960000+00:00,,,,,
500,DJI_0412_frame_000500,3760.96,1:02:40,,0;1;0;0,0.0068;0.0000;0.5159,0;0;2,51.56,2026-07-12 18:38:52.960000+00:00,,,,,
625,DJI_0412_frame_000625,3765.96,1:02:45,,0;1;0;0,0.0063;0.0000;0.4994,0;1;2,39.41,2026-07-12 18:38:57.960000+00:00,,,,,
750,DJI_0412_frame_000750,3770.96,1:02:50,,0;1;0;0,0.0070;0.0000;0.5160,0;0;2,51.57,2026-07-12 18:39:02.960000+00:00,,,,,
875,DJI_0412_frame_000875,3775.96,1:02:55,,0;1;0;0,0.0060;0.0000;0.5158,0;0;2,51.52,2026-07-12 18:39:07.960000+00:00,,,,,
1000,DJI_0412_frame_001000,3780.96,1:03:00,,0;1;0;0,0.0062;0.0000;0.5154,0;1;2,39.39,2026-07-12 18:39:12.960000+00:00,,,,,
1125,DJI_0412_frame_001125,3785.96,1:03:05,,0;1;0;0,0.0071;0.0000;0.5052,0;1;1,41.91,2026-07-12 18:39:17.960000+00:00,,,,,
1250,DJI_0412_frame_001250,3790.96,1:03:10,,0;1;0;0,0.0067;0.0000;0.5139,0;0;2,51.56,2026-07-12 18:39:22.960000+00:00,,,,,
1375,DJI_0412_frame_001375,3795.96,1:03:15,,0;1;0;0,0.0067;0.0000;0.5132,0;0;1,58.28,2026-07-12 18:39:27.960000+00:00,,,,,
1500,DJI_0412_frame_001500,3800.96,1:03:20,,0;1;0;0,0.0071;0.0000;0.5059,0;1;3,37.61,2026-07-12 18:39:32.960000+00:00,,,,,
1625,DJI_0412_frame_001625,3805.96,1:03:25,,0;1;0;0,0.0078;0.0000;0.5103,0;0;2,51.61,2026-07-12 18:39:37.960000+00:00,,,,,
1750,DJI_0412_frame_001750,3810.96,1:03:30,,0;1;0;0,0.0073;0.0000;0.5016,0;1;1,41.92,2026-07-12 18:39:42.960000+00:00,,,,,
1875,DJI_0412_frame_001875,3815.96,1:03:35,,0;1;0;0,0.0085;0.0000;0.5070,0;1;1,41.98,2026-07-12 18:39:47.960000+00:00,,,,,
2000,DJI_0412_frame_002000,3820.96,1:03:40,,0;1;0;0,0.0052;0.0000;0.4872,2;1;3,40.09,2026-07-12 18:39:52.960000+00:00,,,,,
2125,DJI_0412_frame_002125,3825.96,1:03:45,,0;1;0;0,0.0076;0.0000;0.5107,2;0;2,61.05,2026-07-12 18:39:57.960000+00:00,,,,,
2250,DJI_0412_frame_002250,3830.96,1:03:50,,0;1;0;0,0.0000;0.0000;0.5987,0;0;5,39.81,2026-07-12 18:40:02.960000+00:00,,,,,
2375,DJI_0412_frame_002375,3835.96,1:03:55,,1;0;0;0,0.0009;0.0000;0.6486,0;0;2,57.25,2026-07-12 18:40:07.960000+00:00,,,,,
2500,DJI_0412_frame_002500,3840.96,1:04:00,,0;1;0;0,0.0116;0.0000;0.5134,0;0;0,67.6,2026-07-12 18:40:12.960000+00:00,48.959583,9.063377,240.5,2026-07-12 18:40:15+00:00,2.04
2625,DJI_0412_frame_002625,3845.96,1:04:05,,0;1;0;0,0.0413;0.0000;0.4606,0;5;0,34.46,2026-07-12 18:40:17.960000+00:00,48.959607,9.063509,240.7,2026-07-12 18:40:18+00:00,0.04
2750,DJI_0412_frame_002750,3850.96,1:04:10,,0;1;0;0,0.2499;0.0000;0.2147,0;4;0,47.16,2026-07-12 18:40:22.960000+00:00,48.959582,9.064063,241.0,2026-07-12 18:40:23+00:00,0.04
2875,DJI_0412_frame_002875,3855.96,1:04:15,,0;1;0;0,0.3309;0.0000;0.1160,0;4;1,52.47,2026-07-12 18:40:27.960000+00:00,48.959512,9.064528,241.3,2026-07-12 18:40:28+00:00,0.04
3000,DJI_0412_frame_003000,3860.96,1:04:20,,0;1;0;0,0.0918;0.0000;0.2347,0;3;3,40.3,2026-07-12 18:40:32.960000+00:00,48.959425,9.065146,241.3,2026-07-12 18:40:33+00:00,0.04
3125,DJI_0412_frame_003125,3865.96,1:04:25,,0;1;0;0,0.1857;0.0000;0.2703,0;4;1,43.47,2026-07-12 18:40:37.960000+00:00,48.959349,9.065793,241.0,2026-07-12 18:40:38+00:00,0.04
3250,DJI_0412_frame_003250,3870.96,1:04:30,,0;1;0;0,0.1832;0.0000;0.1659,0;0;3,60.4,2026-07-12 18:40:42.960000+00:00,48.959236,9.06637,241.8,2026-07-12 18:40:43+00:00,0.04
3375,DJI_0412_frame_003375,3875.96,1:04:35,,1;0;0;0,0.2083;0.0000;0.3073,2;4;3,49.3,2026-07-12 18:40:47.960000+00:00,48.959197,9.066852,243.7,2026-07-12 18:40:48+00:00,0.04
3500,DJI_0412_frame_003500,3880.96,1:04:40,,0;1;0;0,0.0423;0.0000;0.4677,0;9;1,34.24,2026-07-12 18:40:52.960000+00:00,48.959028,9.067059,244.6,2026-07-12 18:40:53+00:00,0.04
3625,DJI_0412_frame_003625,3885.96,1:04:45,,0;1;0;0,0.0636;0.0000;0.4249,0;8;1,35.52,2026-07-12 18:40:57.960000+00:00,48.958826,9.067141,245.9,2026-07-12 18:40:58+00:00,0.04
3750,DJI_0412_frame_003750,3890.96,1:04:50,,0;1;0;0,0.1562;0.0000;0.3871,0;4;0,40.4,2026-07-12 18:41:02.960000+00:00,48.958649,9.067195,247.1,2026-07-12 18:41:03+00:00,0.04
3875,DJI_0412_frame_003875,3895.96,1:04:55,,0;1;0;0,0.5592;0.0000;0.0735,0;5;1,56.04,2026-07-12 18:41:07.960000+00:00,48.958469,9.06725,248.5,2026-07-12 18:41:08+00:00,0.04
4000,DJI_0412_frame_004000,3900.96,1:05:00,,0;1;0;0,0.3126;0.0000;0.1621,0;3;1,51.07,2026-07-12 18:41:12.960000+00:00,48.958322,9.067297,249.6,2026-07-12 18:41:13+00:00,0.04
4125,DJI_0412_frame_004125,3905.96,1:05:05,,0;1;0;0,0.3038;0.0000;0.0703,1;12;0,53.93,2026-07-12 18:41:17.960000+00:00,48.958171,9.067406,250.8,2026-07-12 18:41:18+00:00,0.04
4250,DJI_0412_frame_004250,3910.96,1:05:10,,0;1;0;0,0.2560;0.0000;0.1653,0;7;0,48.44,2026-07-12 18:41:22.960000+00:00,48.957973,9.0675,252.2,2026-07-12 18:41:23+00:00,0.04
4375,DJI_0412_frame_004375,3915.96,1:05:15,,0;1;0;0,0.1741;0.0000;0.0655,0;2;0,56.36,2026-07-12 18:41:27.960000+00:00,48.957783,9.067592,253.3,2026-07-12 18:41:28+00:00,0.04
4500,DJI_0412_frame_004500,3920.96,1:05:20,,1;0;0;0,0.1653;0.0000;0.0053,0;0;2,83.37,2026-07-12 18:41:32.960000+00:00,48.957588,9.067715,254.1,2026-07-12 18:41:33+00:00,0.04
4625,DJI_0412_frame_004625,3925.96,1:05:25,,0;1;0;0,0.1855;0.0000;0.0637,0;1;0,64.98,2026-07-12 18:41:37.960000+00:00,48.95739,9.067879,254.7,2026-07-12 18:41:38+00:00,0.04
4750,DJI_0412_frame_004750,3930.96,1:05:30,,0;1;0;0,0.0441;0.0000;0.3365,0;7;0,35.16,2026-07-12 18:41:42.960000+00:00,48.957277,9.068213,254.5,2026-07-12 18:41:43+00:00,0.04
4875,DJI_0412_frame_004875,3935.96,1:05:35,,0;1;0;0,0.0787;0.0000;0.3138,0;6;0,37.5,2026-07-12 18:41:47.960000+00:00,48.957187,9.068628,253.8,2026-07-12 18:41:48+00:00,0.04
